,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Class
2527,4,1,1,0,3,1,3,3,1,3,2,1,0,2,2,2,3,3,0,2,4,2,0,4,0,1,0,2,0,4,2,1,4,0,2,1,4,4,4,4,4,1,0,1,4,0,0,0,2,0,2,2,4,1,4,4,4,4,0,2,2
2528,4,0,1,1,3,2,2,2,0,1,3,0,1,0,2,3,1,0,4,2,1,0,1,1,0,1,1,0,1,0,4,1,1,0,2,1,4,0,0,4,4,4,4,4,4,0,4,0,1,0,2,0,4,2,2,2,2,4,4,4,2
2529,0,4,3,0,3,0,0,1,3,1,3,2,3,0,3,0,0,3,0,2,0,2,0,4,0,0,2,4,1,1,0,4,4,4,5,5,4,0,0,0,0,0,4,2,4,4,4,4,1,1,1,1,0,0,0,1,1,0,4,0,2
2530,3,1,1,3,1,3,1,1,2,2,1,3,3,1,1,2,3,1,4,2,1,1,2,2,0,1,1,0,0,2,1,0,1,1,5,2,1,0,1,1,4,2,1,2,1,4,2,1,0,2,1,2,4,1,2,0,1,4,4,4,2
2531,4,0,3,1,3,1,0,0,0,0,1,3,0,4,3,1,3,2,1,0,4,2,2,4,2,1,4,2,4,0,0,4,2,2,5,2,2,0,4,0,1,0,4,2,0,1,0,4,2,4,4,0,4,2,4,4,4,2,1,1,2
2532,3,0,2,0,0,0,0,2,0,1,0,2,1,4,1,1,2,0,4,2,1,1,2,2,1,0,2,1,0,2,1,0,2,4,5,2,1,0,2,0,0,0,0,2,0,0,4,4,2,1,0,4,0,1,1,4,1,0,2,4,2
2533,4,1,0,1,1,2,3,2,2,1,1,0,1,4,2,2,1,0,2,1,1,0,2,4,2,2,4,4,1,2,1,1,2,2,1,0,1,4,2,0,1,2,0,1,4,0,1,0,4,1,4,0,1,1,4,1,0,2,1,1,2
2534,4,4,1,1,3,1,1,2,0,2,2,1,1,0,2,3,0,1,1,4,4,4,1,1,0,4,4,4,0,4,4,1,4,4,5,2,0,4,1,4,4,1,0,2,2,2,0,0,1,4,2,1,0,4,0,2,0,4,4,2,2
2535,4,3,0,2,0,2,1,1,3,1,3,2,0,2,1,2,1,3,4,1,4,4,2,1,0,1,4,4,1,0,4,2,1,4,2,2,2,1,4,2,2,4,4,4,2,1,0,1,0,1,1,1,1,2,4,1,4,4,4,2,2
2536,0,3,1,0,0,0,2,1,1,1,3,2,1,4,1,2,3,2,1,4,2,0,1,4,1,4,2,2,1,1,2,4,2,4,2,2,1,4,1,1,0,2,0,2,4,1,4,2,0,1,1,2,1,1,4,1,1,1,2,1,2
2537,4,3,2,0,1,2,2,3,0,0,1,0,2,2,0,0,3,2,4,0,4,2,0,2,0,2,4,4,2,2,2,4,2,1,1,0,0,0,0,1,4,4,2,4,2,2,1,1,2,1,1,1,4,2,4,0,1,0,0,2,2
2538,1,1,0,3,3,1,3,1,1,3,2,1,1,4,1,0,2,1,1,4,1,1,1,2,0,2,4,0,2,1,4,2,2,2,0,5,4,0,1,2,2,2,1,2,1,1,1,2,1,1,0,1,1,0,1,2,1,1,1,2,2
2539,3,0,1,1,0,0,2,1,1,2,1,0,2,1,3,1,3,2,2,1,1,2,1,0,2,2,1,1,1,1,0,1,1,1,1,5,1,1,1,2,2,2,1,1,4,1,2,1,0,0,0,1,2,2,1,1,2,2,4,2,2
2540,0,0,2,2,0,1,1,0,2,3,2,0,0,2,0,1,2,3,1,0,2,2,2,2,1,0,0,2,2,4,1,4,1,2,2,2,2,2,4,1,1,2,2,0,0,2,2,2,4,2,0,4,1,0,4,1,2,0,1,1,2
2541,4,0,3,2,3,1,3,1,1,0,2,0,3,2,0,3,3,2,0,2,1,0,0,0,4,2,2,2,1,4,1,1,1,0,2,1,4,1,0,0,2,2,2,4,1,1,1,2,2,2,4,4,4,2,0,2,4,1,1,0,2
2542,0,3,3,0,3,3,3,1,3,0,0,0,1,0,3,2,3,1,2,1,0,1,4,4,4,1,4,1,1,0,1,0,2,2,1,0,4,2,4,2,2,4,4,4,4,2,0,1,1,4,4,4,4,4,4,4,1,0,0,4,2
2543,1,1,3,2,3,2,2,2,3,2,0,0,2,0,2,0,2,0,2,2,2,0,0,0,1,0,1,0,2,1,0,2,1,0,5,1,4,1,4,1,1,0,1,4,2,0,0,0,2,0,0,2,4,2,2,2,0,1,4,4,2
2544,3,0,0,2,1,0,2,2,2,3,0,1,0,2,1,0,1,3,1,4,1,2,1,0,1,0,2,0,2,4,4,0,4,1,1,0,4,1,0,2,0,4,4,4,0,1,1,4,2,0,0,2,0,0,1,1,1,0,2,4,2
2545,3,1,1,0,2,0,2,0,1,1,0,2,2,0,3,3,3,2,2,1,4,0,1,2,2,0,2,2,1,0,2,0,2,1,2,5,1,1,2,0,1,4,0,4,0,0,0,4,1,2,2,1,4,1,0,1,0,0,2,2,2
2546,0,0,3,2,1,1,3,2,1,2,2,0,2,4,3,2,3,2,1,0,1,2,4,0,2,4,0,2,2,2,4,1,0,2,2,1,1,0,1,2,2,1,0,2,1,1,4,0,1,1,2,2,1,0,0,4,4,4,1,1,2
2547,0,0,1,0,3,3,1,1,0,0,3,2,1,0,3,3,2,1,4,0,0,0,0,4,0,4,4,0,4,4,2,4,2,2,0,0,0,4,2,0,0,4,0,4,4,4,4,2,4,0,0,1,4,0,4,4,0,1,0,1,2
2548,0,3,3,3,2,1,1,3,3,3,2,0,3,1,3,2,2,1,2,0,1,0,1,0,4,1,2,4,2,2,1,4,0,4,2,0,4,4,1,0,2,0,1,0,0,1,1,1,4,1,2,0,1,4,4,1,2,4,2,2,2
2549,3,0,2,0,0,0,0,2,1,1,1,2,3,1,3,2,3,3,4,2,1,0,2,1,1,1,4,1,4,2,0,0,1,0,5,2,0,1,0,4,1,4,4,1,2,2,4,4,4,2,1,0,2,1,1,1,4,2,1,4,2
2550,3,1,3,3,0,1,3,3,0,1,0,0,0,0,2,1,0,2,1,4,4,4,4,0,2,4,4,1,0,2,0,1,4,4,0,2,4,4,4,4,4,0,4,0,0,0,0,4,2,0,2,0,0,4,4,1,4,2,0,1,2
2551,0,4,2,3,3,0,3,0,2,3,0,0,0,4,3,3,0,3,4,4,4,0,4,4,4,4,0,2,0,4,0,4,4,0,0,0,4,2,0,4,2,4,4,4,4,0,4,4,0,2,0,4,0,0,0,4,4,4,1,0,2
2552,0,4,1,1,0,2,3,1,3,0,0,3,0,0,2,0,0,0,0,0,2,0,4,1,0,0,1,4,1,2,4,0,2,2,0,2,4,2,4,1,1,2,4,2,2,0,4,1,0,1,0,0,2,1,1,1,0,0,2,0,2
2553,4,3,0,1,0,0,0,0,3,3,2,2,0,0,3,2,3,3,1,4,4,4,1,0,2,4,1,0,0,4,2,2,1,0,0,1,0,4,4,4,4,4,1,0,1,4,2,2,2,4,4,4,0,4,0,2,4,0,2,2,2
2554,3,0,0,0,1,3,3,1,3,1,1,3,3,4,1,1,0,2,4,2,0,0,1,4,4,4,4,1,1,4,4,2,4,1,2,1,4,2,1,4,0,0,0,4,1,1,0,2,2,1,0,0,0,0,4,4,1,4,2,2,2
2555,3,3,0,2,0,3,0,0,2,2,2,2,0,1,3,1,0,2,1,4,1,4,1,0,2,2,0,2,2,4,1,0,0,0,0,0,1,0,2,0,2,2,0,4,4,2,1,4,0,4,4,2,1,1,1,2,0,2,1,1,2
2556,3,4,2,2,0,2,0,0,2,0,3,3,2,2,2,2,2,1,4,2,2,1,4,2,0,2,2,0,0,0,0,0,4,2,5,2,1,4,2,2,4,2,2,4,0,2,1,4,2,1,0,2,1,0,2,1,1,1,4,4,2
2557,4,3,1,3,2,3,1,0,0,3,1,0,0,1,1,0,0,0,1,4,4,0,1,4,2,0,2,0,0,2,2,2,0,2,2,1,1,1,1,2,0,4,1,4,2,1,4,2,4,1,0,0,4,1,0,4,1,0,0,0,2
2558,0,1,3,2,2,1,2,2,0,0,3,2,0,0,3,3,3,2,0,1,4,2,2,0,0,2,0,0,2,1,0,2,2,4,2,2,0,2,0,4,4,1,4,1,0,0,1,0,2,0,4,0,1,1,1,4,1,0,1,4,2
2559,1,4,2,1,0,0,0,3,2,1,0,0,0,2,0,2,3,2,1,0,0,0,4,2,1,0,1,1,4,1,1,4,2,1,0,0,2,0,0,0,0,2,1,4,2,1,4,2,1,4,1,1,4,2,1,4,2,1,1,1,2
2560,0,1,0,2,3,2,1,0,3,2,1,1,0,4,1,1,3,2,0,0,1,4,0,0,2,4,2,4,1,1,4,1,4,2,2,2,2,1,4,2,2,2,2,0,1,0,2,0,2,1,4,4,2,2,2,1,1,0,2,2,2
2561,1,4,0,1,0,3,3,1,1,3,3,3,3,1,1,3,2,3,2,0,0,0,4,0,4,2,4,2,0,2,4,2,0,4,0,0,4,4,0,0,0,1,0,1,4,4,4,0,2,0,1,1,4,2,0,4,4,1,4,2,2
2562,0,4,2,3,3,3,3,0,1,1,3,2,0,2,3,3,1,0,2,0,2,0,4,4,1,4,4,0,1,1,1,1,0,4,5,0,0,2,4,0,4,2,4,1,1,0,4,2,1,1,4,4,4,2,0,0,0,2,1,0,2
2563,0,0,3,1,1,3,0,0,3,2,3,2,0,4,3,3,0,2,4,0,0,0,1,0,4,4,0,2,1,4,0,0,0,2,5,5,4,1,4,1,0,4,4,1,1,4,1,1,0,4,2,4,2,0,2,2,2,1,0,4,2
2564,1,4,2,2,0,2,2,3,2,2,2,1,0,2,2,0,0,2,2,0,1,1,2,0,2,2,4,1,4,0,0,0,2,1,5,2,2,0,2,2,4,2,2,1,4,2,1,4,1,0,2,0,2,4,1,1,1,0,2,1,2
2565,4,3,3,3,0,1,3,3,3,1,1,3,1,4,3,1,3,2,4,2,0,4,4,4,1,4,1,4,0,1,4,1,0,4,5,5,4,4,4,4,4,4,4,1,0,2,2,0,1,0,1,0,2,4,2,2,4,2,2,1,2
2566,1,0,0,2,0,2,2,3,3,3,1,3,2,0,2,3,2,3,2,0,2,2,0,4,4,2,1,4,1,4,2,2,0,2,5,2,2,0,0,4,2,2,1,1,1,4,1,0,1,0,2,2,4,0,2,2,0,2,4,2,2
2567,1,4,2,2,0,2,1,1,3,1,0,3,0,0,2,3,3,1,1,0,2,0,0,4,0,0,2,0,1,1,0,0,1,2,2,1,0,4,1,0,1,1,1,1,4,1,2,2,1,2,1,4,2,2,1,4,2,2,4,4,2
2568,1,1,1,2,1,1,3,2,1,3,2,0,2,1,1,1,1,0,4,2,2,1,1,1,2,1,2,1,4,2,1,4,1,4,1,5,1,1,2,1,1,2,1,1,1,1,1,0,2,1,0,0,4,1,1,1,1,2,2,1,2
2569,1,0,2,0,2,3,1,1,0,3,2,3,2,4,3,3,1,3,4,2,4,2,1,4,2,0,4,4,4,2,4,4,2,1,0,2,2,2,2,0,2,2,0,2,0,0,4,0,2,2,4,2,2,2,2,1,4,2,4,2,2
2570,1,4,2,0,1,0,2,0,0,3,2,0,0,1,1,3,2,1,0,2,0,1,1,1,4,2,1,2,1,2,2,1,4,0,1,5,0,1,0,0,1,1,0,2,0,2,1,2,0,2,2,1,1,0,2,4,2,0,2,4,2
2571,1,3,0,1,2,2,1,0,0,2,2,0,3,4,0,1,0,3,1,2,1,1,1,4,2,0,0,0,2,0,2,2,0,1,1,5,2,1,2,1,4,1,4,4,2,2,0,1,1,2,1,2,2,1,2,2,0,1,0,4,2
2572,1,4,3,3,2,2,1,0,1,1,2,2,1,2,0,1,2,2,1,1,4,4,2,2,2,1,1,1,2,4,2,0,1,4,5,5,4,1,1,4,1,4,1,0,2,2,1,1,4,4,2,4,4,1,4,1,4,2,1,4,2
2573,1,4,1,1,1,3,0,0,2,1,1,2,2,2,2,2,1,1,4,4,2,0,2,4,1,4,4,2,1,0,2,0,2,1,1,0,2,1,1,1,4,1,1,0,1,1,1,1,0,4,1,1,1,0,4,1,1,1,0,1,2
2574,3,1,3,2,2,1,1,3,2,2,3,3,1,4,0,1,3,3,2,4,0,2,1,4,2,4,2,2,4,1,0,1,4,2,2,0,2,1,4,2,4,2,2,4,1,2,1,4,2,1,4,2,4,0,0,4,2,4,2,2,2
2575,0,1,2,2,2,0,0,2,2,0,2,0,1,2,1,3,2,1,0,2,1,2,1,2,1,2,2,2,4,0,1,1,0,2,2,2,2,1,1,0,1,2,2,2,2,1,2,1,1,4,0,1,1,4,2,0,4,1,2,1,2
2576,4,3,2,1,0,2,1,2,2,2,0,3,2,2,2,2,0,2,2,0,1,1,0,2,0,1,1,1,0,2,2,0,1,0,1,2,2,0,2,1,4,4,2,4,2,2,0,2,0,1,1,0,2,2,1,1,4,2,1,0,2
2577,0,1,1,0,1,1,1,1,2,3,1,3,1,4,2,0,1,1,0,4,2,0,2,2,1,1,0,1,1,1,4,2,0,2,2,5,2,1,4,2,2,2,1,1,1,4,2,2,2,1,4,4,1,4,0,1,1,1,4,2,2
2578,3,2,2,0,1,2,2,2,2,1,3,2,0,1,1,2,1,2,2,2,2,2,1,2,2,2,4,1,1,0,2,2,2,4,1,5,1,0,1,0,1,1,1,4,1,1,0,2,0,0,4,0,4,2,4,0,4,2,2,1,2
2579,3,3,1,3,1,1,1,0,1,3,1,1,0,4,2,0,2,2,4,0,4,4,4,1,4,0,1,0,1,1,4,1,1,2,5,2,4,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,0,2,1,1,1,2
2580,3,4,1,1,0,1,3,2,3,2,0,1,1,1,1,3,2,3,4,1,1,1,0,4,2,1,4,2,0,1,1,4,2,4,2,5,4,4,1,1,4,1,1,1,1,0,2,4,1,0,4,1,4,4,4,1,4,4,2,4,2
2581,1,0,2,0,0,2,1,2,2,1,0,0,0,0,2,1,0,2,2,4,0,1,1,1,2,1,4,1,0,1,2,1,1,1,2,0,2,0,1,4,4,4,1,0,1,0,4,1,0,0,1,1,4,1,4,4,4,1,0,0,2
2582,1,1,2,3,1,3,3,1,1,1,0,2,1,1,1,0,1,1,0,4,1,1,1,1,0,4,1,2,4,2,2,2,1,0,5,1,0,0,4,2,1,4,2,2,1,1,4,2,2,4,4,1,4,1,4,4,4,2,1,0,2
2583,3,1,3,2,2,2,1,1,1,3,2,2,2,1,3,3,1,3,0,1,1,1,4,2,1,2,2,0,2,0,4,1,0,1,0,1,4,2,0,1,1,4,2,2,1,0,2,1,2,2,2,0,4,2,2,1,2,0,2,2,2
2584,0,0,3,0,2,0,3,2,2,2,2,1,3,2,3,2,1,1,4,0,2,4,2,2,2,4,2,1,4,1,0,2,2,1,1,0,2,4,0,4,2,2,0,1,4,4,4,0,4,2,4,2,2,4,1,0,1,4,2,1,2
2585,1,3,1,3,2,3,2,3,1,3,1,3,2,0,0,2,2,3,2,2,4,2,2,1,4,1,2,0,2,2,2,4,1,1,5,5,1,2,0,0,4,4,1,1,1,4,2,4,2,2,2,0,2,0,4,2,1,2,2,4,2
2586,3,0,2,0,1,2,1,3,2,1,0,2,1,2,1,0,1,2,2,0,1,1,1,1,1,1,1,0,0,2,0,1,0,1,0,5,0,4,2,0,1,1,1,0,1,1,0,1,1,1,1,0,4,1,4,1,4,2,0,1,2
2587,4,3,2,0,1,2,0,1,0,1,2,1,0,2,3,3,1,2,4,2,1,2,2,4,4,1,2,0,1,0,2,1,2,0,1,2,1,1,2,1,2,0,2,4,1,1,0,0,2,0,2,2,2,2,0,2,1,1,2,1,2
2588,0,4,2,1,2,2,2,3,1,0,1,2,2,1,2,1,1,1,1,2,0,0,1,1,1,4,1,1,4,1,1,4,2,1,5,2,1,4,1,4,2,2,2,2,2,2,1,0,2,4,2,2,1,1,1,4,2,0,1,1,2
2589,0,4,2,2,1,1,2,3,1,0,3,2,2,1,2,1,1,1,1,2,0,0,1,1,1,4,1,2,4,1,1,4,2,1,5,0,1,4,1,4,1,2,2,2,2,2,1,4,1,4,2,2,1,1,1,4,2,0,1,1,2
2590,1,1,2,2,0,2,3,0,3,3,2,2,2,0,1,1,2,2,0,0,1,0,1,0,1,0,2,0,4,1,4,2,1,0,0,2,2,1,1,1,0,0,2,1,0,1,2,2,0,1,4,2,0,0,1,2,0,2,0,2,2
2591,0,3,2,0,3,2,3,0,1,2,2,1,3,2,1,2,0,1,2,4,2,2,2,2,1,1,2,2,0,1,2,2,2,1,2,1,1,4,1,1,4,1,1,2,1,2,2,2,4,0,4,2,0,1,1,0,2,2,0,1,2
2592,1,3,1,2,2,2,2,0,2,1,1,1,1,2,1,3,3,1,0,4,1,0,1,1,2,4,2,2,2,1,4,0,1,2,5,2,2,0,1,2,0,1,0,1,2,1,4,2,4,4,1,2,4,2,0,2,2,4,4,1,2
2593,4,1,3,2,0,0,3,2,1,0,3,3,3,2,3,0,3,2,4,1,4,1,1,0,2,0,0,2,0,0,2,0,1,4,2,5,0,2,1,1,0,4,1,0,4,4,1,0,2,0,0,2,0,4,1,4,1,4,2,4,2
2594,4,3,1,2,1,2,2,1,3,0,1,3,0,1,0,0,1,1,0,2,0,2,1,2,0,2,2,1,1,2,2,2,4,1,5,1,0,1,0,1,1,1,4,1,1,0,2,0,2,2,0,4,2,4,0,4,2,2,1,4,2
2595,0,4,2,0,0,0,2,1,1,3,0,1,0,0,1,2,1,0,1,2,4,4,0,1,4,4,2,1,4,4,4,0,4,0,2,0,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,0,2,4,4,4,4,0,4,2,2
2596,3,3,0,0,1,1,1,3,2,0,0,2,0,4,0,3,1,1,4,1,4,4,1,4,1,4,2,4,1,1,4,2,4,1,0,1,4,1,4,0,4,2,2,2,0,1,4,4,0,1,2,2,1,4,1,4,4,4,2,4,2
2597,3,3,0,1,3,0,1,1,3,3,0,1,1,1,2,3,0,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,0,4,1,0,4,2,2,1,4,2,0,2,4,1,1,0,2,2,2,4,4,4,0,2,2,1,4,4,2
2598,3,0,3,1,1,0,2,1,3,2,3,2,2,1,3,0,3,1,1,0,2,1,1,1,1,4,4,1,1,4,2,2,2,2,0,1,4,4,4,2,2,0,1,4,4,4,2,0,2,2,2,2,2,2,2,1,0,4,2,1,2
2599,1,4,1,1,0,2,1,2,2,1,3,2,2,2,3,2,2,3,2,0,0,2,2,0,1,1,1,4,2,2,1,4,1,4,5,1,4,1,4,1,2,2,2,2,1,2,0,1,1,1,1,4,1,0,2,4,2,1,4,1,2
2600,4,0,3,1,3,2,2,3,2,2,2,0,2,0,0,0,2,1,4,2,2,2,2,4,4,2,2,2,2,0,2,2,1,1,2,0,0,2,0,0,2,2,4,1,0,2,2,1,1,1,4,1,0,2,1,4,2,1,1,4,2
2601,0,0,3,0,3,3,0,1,1,3,2,0,2,2,3,0,0,2,2,4,0,0,2,2,1,0,0,0,2,0,2,4,2,2,2,0,2,2,1,0,2,2,2,0,2,4,1,1,0,2,4,4,1,0,2,2,2,0,1,2,2
2602,3,3,0,2,0,3,2,2,0,0,1,1,3,4,1,1,0,2,0,0,2,4,2,2,2,1,0,2,1,4,2,4,2,0,5,2,2,4,2,1,1,4,4,1,4,2,2,0,2,0,0,2,0,2,1,0,2,0,2,0,2
2603,0,3,1,0,3,0,0,3,2,3,2,0,2,2,0,2,2,3,2,2,0,2,0,2,0,1,1,0,2,1,1,1,0,1,1,1,1,1,2,4,2,4,1,1,0,1,1,2,4,2,0,1,1,1,1,4,2,4,1,1,2
2604,0,3,1,3,2,1,3,1,3,1,0,2,2,1,3,2,1,2,4,2,4,0,0,2,4,2,0,4,2,2,1,2,2,4,2,2,2,1,2,4,2,4,2,2,0,2,2,0,2,1,4,1,0,1,1,1,0,1,1,1,2
2605,3,1,1,3,2,1,3,2,1,3,1,3,2,2,1,1,1,1,4,2,2,4,1,1,4,2,4,1,1,4,2,4,4,1,5,1,1,0,2,1,0,4,2,2,4,2,4,2,4,1,4,2,0,2,2,1,4,1,1,1,2
2606,0,1,0,1,0,0,1,3,0,1,1,0,2,4,3,2,2,0,2,1,4,1,1,2,1,0,1,2,0,1,1,4,4,2,1,0,2,1,2,2,1,2,0,2,2,4,2,0,2,1,2,2,1,2,4,1,2,1,1,1,2
2607,0,4,2,3,2,2,0,2,1,1,0,2,0,0,1,1,0,1,2,2,1,4,4,0,0,0,4,2,4,4,0,2,0,1,0,1,4,0,2,2,0,4,2,0,4,2,1,1,1,0,1,4,4,4,2,4,2,1,1,0,2
2608,1,0,2,0,3,0,1,0,3,1,3,0,3,0,0,1,1,2,0,2,0,2,2,0,2,4,0,1,2,1,0,1,2,1,5,5,1,2,0,1,0,2,1,2,0,1,2,4,2,2,2,2,2,4,2,4,0,4,1,2,2
2609,0,4,1,3,2,1,0,3,1,0,0,2,1,4,2,0,0,2,4,4,1,4,2,4,2,4,1,1,4,1,0,1,2,0,2,1,4,2,0,4,4,4,1,0,1,1,4,4,4,2,1,0,1,0,2,0,4,1,4,4,2
2610,0,3,2,2,3,3,1,1,3,3,3,3,3,1,1,1,0,2,2,0,0,1,1,1,4,4,1,1,0,0,4,0,0,4,0,1,0,0,1,2,2,1,4,1,1,4,4,1,1,4,4,4,1,4,4,4,1,1,1,4,2
2611,0,0,0,2,2,3,0,0,3,2,0,2,1,1,3,2,3,2,0,2,2,0,2,4,2,1,1,1,4,2,1,1,0,1,1,5,2,4,1,1,1,0,2,0,1,1,4,4,1,1,1,1,0,1,4,1,1,1,0,1,2
2612,4,0,1,0,3,1,3,0,1,0,0,1,1,2,2,2,0,2,2,0,2,1,4,1,2,4,2,1,2,1,4,4,1,2,0,1,0,2,1,2,0,1,2,4,2,2,2,2,2,0,2,4,4,1,1,2,2,2,1,2,2
2613,4,4,1,1,3,0,0,2,0,1,1,1,1,4,3,3,1,0,1,4,0,4,4,0,0,2,0,2,0,0,4,4,0,0,0,0,0,4,4,0,4,0,2,1,4,2,4,4,1,1,4,1,1,4,4,1,0,2,2,0,2
2614,3,3,3,2,0,0,2,0,1,0,3,3,2,4,2,2,1,3,2,0,1,1,0,1,2,4,4,2,1,1,4,1,4,4,2,5,2,2,4,2,4,0,0,0,1,4,4,2,4,0,1,1,0,2,4,4,4,4,0,1,2
2615,1,3,1,3,1,1,0,0,1,3,1,3,0,1,1,2,1,3,2,1,4,0,1,1,0,0,4,2,0,2,2,4,4,1,1,5,2,0,2,2,4,1,0,1,0,2,4,2,4,4,4,4,1,1,0,0,2,4,1,4,2
2616,4,3,0,3,2,1,1,3,2,1,3,3,2,4,1,1,1,3,2,1,1,1,0,2,0,0,4,4,1,1,1,0,2,1,5,2,1,1,4,2,4,2,4,1,0,2,1,4,4,2,4,1,1,1,1,1,4,2,0,2,2
2617,3,3,0,0,3,2,2,3,2,0,1,3,2,2,0,1,3,3,4,1,1,0,2,0,4,1,1,4,2,2,4,2,0,4,2,1,4,2,2,0,0,0,4,2,0,1,4,1,1,1,1,0,2,1,2,4,2,2,0,2,2
2618,0,3,2,0,3,3,3,1,2,3,2,3,0,1,1,0,2,3,4,4,0,0,2,2,1,1,0,4,2,4,2,1,4,0,1,5,4,1,0,1,1,0,0,1,2,2,2,0,1,2,2,0,2,1,2,1,2,4,2,1,2
2619,0,1,2,2,0,2,1,2,2,2,3,2,1,2,2,3,3,1,1,4,2,1,0,1,0,2,0,2,0,1,0,4,1,4,0,5,0,0,1,1,0,0,2,0,2,2,0,2,2,0,1,4,4,2,1,2,1,4,4,1,2
2620,4,4,2,3,0,0,3,1,3,2,0,2,0,0,2,0,2,2,0,2,0,0,2,4,0,4,0,2,2,2,0,1,1,4,5,5,1,1,4,2,0,1,0,4,2,0,2,2,2,2,0,2,4,1,1,0,0,4,1,4,2
2621,1,1,3,1,1,0,2,0,2,2,3,0,0,1,3,2,3,2,1,4,1,0,1,2,0,0,1,0,2,1,1,1,4,2,5,2,2,0,0,1,4,2,0,2,0,2,0,2,1,1,1,0,0,1,2,4,1,1,4,1,2
2622,1,4,1,3,2,1,1,3,2,3,2,1,0,1,2,2,1,1,0,2,1,4,2,1,0,4,1,4,0,1,4,1,0,2,2,1,1,1,1,0,0,2,2,2,2,4,4,4,1,4,2,4,4,4,1,4,0,4,4,1,2
2623,0,0,1,3,1,1,0,1,0,2,3,1,1,1,1,1,2,1,4,2,1,2,2,2,0,0,1,1,0,4,2,2,0,1,0,0,0,0,1,4,2,1,4,4,1,0,1,4,1,4,0,1,4,0,0,0,0,0,2,4,2
2624,3,1,2,2,1,1,3,2,0,1,2,1,3,2,0,2,3,0,1,4,2,2,0,0,1,0,2,1,1,0,2,0,0,2,2,0,1,1,4,1,1,4,2,2,0,2,1,2,2,0,2,2,1,2,2,2,1,1,2,0,2
2625,3,1,1,0,0,2,3,2,2,0,2,1,0,1,1,1,0,0,2,1,1,4,2,0,1,2,0,2,1,1,1,4,1,4,1,0,1,0,2,4,2,2,0,0,4,2,2,0,2,0,2,1,0,1,2,2,4,1,4,2,2
2626,0,3,1,3,3,1,3,1,1,0,3,2,1,0,1,0,2,2,1,2,0,2,2,4,2,0,2,1,0,0,2,2,1,2,2,2,4,2,2,2,2,2,0,2,2,2,2,0,2,4,0,2,2,2,4,1,1,1,4,2,2
2627,0,3,3,2,2,0,2,3,1,2,2,2,2,2,1,3,3,3,2,4,2,1,4,2,2,2,1,1,4,2,1,4,1,4,5,1,1,4,4,2,2,2,2,1,1,2,2,2,4,4,2,4,4,1,0,4,1,4,0,1,2
2628,0,1,2,2,0,2,1,2,0,2,3,1,3,2,2,0,0,1,1,4,2,0,4,1,0,2,0,4,0,1,0,4,1,4,0,5,0,0,1,1,0,0,2,0,2,2,0,2,4,0,1,2,1,2,1,2,1,4,0,1,2
2629,3,0,3,2,0,0,2,0,3,2,0,2,0,4,2,3,3,1,4,0,4,2,4,2,2,0,4,1,4,2,2,0,1,0,0,2,0,0,2,2,0,2,0,1,1,2,4,1,4,2,2,1,0,4,1,4,2,2,0,2,2
2630,4,4,3,0,1,0,1,1,3,2,1,1,0,0,2,3,2,2,0,2,1,0,1,1,1,0,0,2,1,2,4,2,0,1,2,0,2,1,1,1,4,1,4,1,0,1,0,2,4,2,2,0,0,4,2,2,0,2,0,2,2
2631,1,4,2,2,2,2,0,1,0,1,1,1,2,0,1,1,0,1,2,4,4,4,1,1,4,2,4,2,2,1,0,2,1,1,5,0,0,2,0,2,2,2,0,2,4,2,4,1,0,4,4,4,1,4,4,1,0,0,4,2,2
2632,0,0,0,3,3,3,2,2,3,3,3,0,2,0,2,2,2,3,1,0,0,0,0,1,4,2,0,2,4,4,2,4,2,4,0,5,4,2,0,4,2,0,0,4,0,2,1,0,1,2,2,4,1,1,4,2,1,4,0,1,2
2633,1,1,1,1,0,0,2,3,2,3,2,2,3,4,0,3,2,1,1,4,1,1,4,1,2,0,4,4,2,1,4,1,1,2,5,0,1,4,1,4,0,0,1,0,4,1,4,0,2,1,4,2,2,1,4,4,1,1,1,4,2
2634,1,0,2,1,1,2,2,2,3,3,2,2,1,1,3,0,0,2,2,2,0,1,4,4,0,2,4,2,1,1,2,2,2,1,2,2,0,0,0,2,2,2,2,0,1,4,4,4,2,2,2,4,4,2,2,2,2,0,4,4,2
2635,0,4,3,3,3,3,2,3,0,3,3,3,0,2,3,2,2,1,0,2,2,4,4,4,1,2,1,0,4,2,4,4,0,2,5,0,2,2,2,4,2,2,4,1,4,4,1,4,4,2,0,1,1,4,2,0,1,1,4,4,2
